m,k,NZ,threads,chunk size,CRS,ELLPACK,CRS performance,ELLPACK performance,Serial CRS performance,Serial ELLPACK performance
1000,3,3996,16,256,1,1,1.08406,0.700028,2.75685,1.02372
1000,6,3996,1,2,1,1,0.560425,0.428094,3.88796,1.68732
1000,6,3996,1,4,1,1,0.58284,0.439739,3.88796,1.68732
1000,6,3996,1,8,1,1,0.569963,0.446692,3.88796,1.68732
1000,6,3996,1,16,1,1,0.67163,0.449109,3.88796,1.68732
1000,6,3996,1,32,1,1,0.674588,0.451578,3.88796,1.68732
1000,6,3996,1,64,1,1,0.613273,0.451439,3.88796,1.68732
1000,6,3996,1,128,1,1,0.5946,0.452915,3.88796,1.68732
1000,6,3996,1,256,1,1,0.678764,0.451764,3.88796,1.68732
1000,6,3996,2,2,1,1,0.251749,0.183468,4.8653,2.20027
1000,6,3996,2,4,1,1,0.392932,0.254043,4.8653,2.20027
1000,6,3996,2,8,1,1,0.675684,0.452053,4.8653,2.20027
1000,6,3996,2,16,1,1,0.853155,0.556082,4.8653,2.20027
1000,6,3996,2,32,1,1,0.97789,0.699496,4.8653,2.20027
1000,6,3996,2,64,1,1,1.15577,0.779461,4.8653,2.20027
1000,6,3996,2,128,1,1,1.19941,0.807996,4.8653,2.20027
1000,6,3996,2,256,1,1,1.19804,0.813838,4.8653,2.20027
1000,6,3996,3,2,1,1,0.368096,0.291376,4.76184,2.16632
1000,6,3996,3,4,1,1,0.688568,0.456642,4.76184,2.16632
1000,6,3996,3,8,1,1,1.07793,0.704206,4.76184,2.16632
1000,6,3996,3,16,1,1,1.29056,0.89316,4.76184,2.16632
1000,6,3996,3,32,1,1,1.49151,1.03979,4.76184,2.16632
1000,6,3996,3,64,1,1,1.60426,1.08334,4.76184,2.16632
1000,6,3996,3,128,1,1,1.58924,1.0503,4.76184,2.16632
1000,6,3996,3,256,1,1,1.26677,0.851594,4.76184,2.16632
1000,6,3996,4,2,1,1,0.473025,0.385434,4.7695,2.17762
1000,6,3996,4,4,1,1,0.879347,0.587329,4.7695,2.17762
1000,6,3996,4,8,1,1,1.31651,0.874157,4.7695,2.17762
1000,6,3996,4,16,1,1,1.60121,1.09024,4.7695,2.17762
1000,6,3996,4,32,1,1,1.79486,1.24415,4.7695,2.17762
1000,6,3996,4,64,1,1,1.97522,1.35069,4.7695,2.17762
1000,6,3996,4,128,1,1,1.98602,1.3968,4.7695,2.17762
1000,6,3996,4,256,1,1,2.00413,1.38557,4.7695,2.17762
1000,6,3996,5,2,1,1,0.526634,0.442405,4.48831,2.05598
1000,6,3996,5,4,1,1,1.00815,0.707643,4.48831,2.05598
1000,6,3996,5,8,1,1,1.53828,1.07093,4.48831,2.05598
1000,6,3996,5,16,1,1,1.87006,1.32079,4.48831,2.05598
1000,6,3996,5,32,1,1,2.11566,1.46519,4.48831,2.05598
1000,6,3996,5,64,1,1,2.18921,1.55226,4.48831,2.05598
1000,6,3996,5,128,1,1,1.9694,1.35949,4.48831,2.05598
1000,6,3996,5,256,1,1,1.96707,1.35217,4.48831,2.05598
1000,6,3996,6,2,1,1,0.597666,0.510996,4.31396,1.95958
1000,6,3996,6,4,1,1,1.15609,0.808189,4.31396,1.95958
1000,6,3996,6,8,1,1,1.78232,1.181,4.31396,1.95958
1000,6,3996,6,16,1,1,2.00201,1.42816,4.31396,1.95958
1000,6,3996,6,32,1,1,2.2457,1.61864,4.31396,1.95958
1000,6,3996,6,64,1,1,2.2099,1.58755,4.31396,1.95958
1000,6,3996,6,128,1,1,2.0325,1.38889,4.31396,1.95958
1000,6,3996,6,256,1,1,1.90817,1.26498,4.31396,1.95958
1000,6,3996,7,2,1,1,0.566661,0.512423,4.19934,1.91008
1000,6,3996,7,4,1,1,1.17188,0.874481,4.19934,1.91008
1000,6,3996,7,8,1,1,1.81092,1.29638,4.19934,1.91008
1000,6,3996,7,16,1,1,2.1749,1.56038,4.19934,1.91008
1000,6,3996,7,32,1,1,2.3442,1.68705,4.19934,1.91008
1000,6,3996,7,64,1,1,2.38696,1.7059,4.19934,1.91008
1000,6,3996,7,128,1,1,2.25031,1.56304,4.19934,1.91008
1000,6,3996,7,256,1,1,1.77007,1.23712,4.19934,1.91008
1000,6,3996,8,2,1,1,0.540856,0.516838,3.99986,1.81447
1000,6,3996,8,4,1,1,1.25258,0.919409,3.99986,1.81447
1000,6,3996,8,8,1,1,1.92348,1.34461,3.99986,1.81447
1000,6,3996,8,16,1,1,2.2659,1.57772,3.99986,1.81447
1000,6,3996,8,32,1,1,2.51068,1.71652,3.99986,1.81447
1000,6,3996,8,64,1,1,2.42582,1.84984,3.99986,1.81447
1000,6,3996,8,128,1,1,2.53966,1.79634,3.99986,1.81447
1000,6,3996,8,256,1,1,1.60681,1.17418,3.99986,1.81447
1000,6,3996,9,2,1,1,0.489919,0.449089,4.01581,1.81676
1000,6,3996,9,4,1,1,1.10381,0.869794,4.01581,1.81676
1000,6,3996,9,8,1,1,1.84704,1.31668,4.01581,1.81676
1000,6,3996,9,16,1,1,2.23467,1.61604,4.01581,1.81676
1000,6,3996,9,32,1,1,2.51441,1.71088,4.01581,1.81676
1000,6,3996,9,64,1,1,2.55099,1.78815,4.01581,1.81676
1000,6,3996,9,128,1,1,2.52259,1.75686,4.01581,1.81676
1000,6,3996,9,256,1,1,1.64112,1.12105,4.01581,1.81676
1000,6,3996,10,2,1,1,0.510729,0.504382,4.03149,1.76014
1000,6,3996,10,4,1,1,1.19102,0.936176,4.03149,1.76014
1000,6,3996,10,8,1,1,1.96772,1.45638,4.03149,1.76014
1000,6,3996,10,16,1,1,2.50767,1.72783,4.03149,1.76014
1000,6,3996,10,32,1,1,2.833,1.92102,4.03149,1.76014
1000,6,3996,10,64,1,1,2.60961,1.85139,4.03149,1.76014
1000,6,3996,10,128,1,1,2.67254,1.87517,4.03149,1.76014
1000,6,3996,10,256,1,1,1.62588,1.09437,4.03149,1.76014
1000,6,3996,11,2,1,1,0.412508,0.440458,3.91976,1.66994
1000,6,3996,11,4,1,1,0.988156,0.860037,3.91976,1.66994
1000,6,3996,11,8,1,1,1.8009,1.3929,3.91976,1.66994
1000,6,3996,11,16,1,1,2.41728,1.66127,3.91976,1.66994
1000,6,3996,11,32,1,1,2.60974,1.97192,3.91976,1.66994
1000,6,3996,11,64,1,1,2.54551,1.80049,3.91976,1.66994
1000,6,3996,11,128,1,1,2.56719,1.76483,3.91976,1.66994
1000,6,3996,11,256,1,1,1.63918,1.08911,3.91976,1.66994
1000,6,3996,12,2,1,1,0.522549,0.524083,3.88728,1.68829
1000,6,3996,12,4,1,1,1.19249,0.969854,3.88728,1.68829
1000,6,3996,12,8,1,1,2.02444,1.52875,3.88728,1.68829
1000,6,3996,12,16,1,1,2.73762,1.82676,3.88728,1.68829
1000,6,3996,12,32,1,1,2.76889,2.04978,3.88728,1.68829
1000,6,3996,12,64,1,1,2.77432,1.98598,3.88728,1.68829
1000,6,3996,12,128,1,1,2.61994,1.72011,3.88728,1.68829
1000,6,3996,12,256,1,1,1.56306,1.07613,3.88728,1.68829
1000,6,3996,13,2,1,1,0.448165,0.427082,3.92034,1.68758
1000,6,3996,13,4,1,1,0.93058,0.776289,3.92034,1.68758
1000,6,3996,13,8,1,1,1.55489,1.29692,3.92034,1.68758
1000,6,3996,13,16,1,1,2.3699,1.63228,3.92034,1.68758
1000,6,3996,13,32,1,1,2.74542,2.01203,3.92034,1.68758
1000,6,3996,13,64,1,1,2.41839,1.86806,3.92034,1.68758
1000,6,3996,13,128,1,1,2.38263,1.60129,3.92034,1.68758
1000,6,3996,13,256,1,1,1.62517,1.07627,3.92034,1.68758
1000,6,3996,14,2,1,1,0.527279,0.503496,3.89657,1.68902
1000,6,3996,14,4,1,1,1.13643,0.939402,3.89657,1.68902
1000,6,3996,14,8,1,1,1.88904,1.48352,3.89657,1.68902
1000,6,3996,14,16,1,1,2.57224,1.9396,3.89657,1.68902
1000,6,3996,14,32,1,1,2.87017,2.02637,3.89657,1.68902
1000,6,3996,14,64,1,1,2.55641,1.88742,3.89657,1.68902
1000,6,3996,14,128,1,1,2.25102,1.6622,3.89657,1.68902
1000,6,3996,14,256,1,1,1.56531,1.09218,3.89657,1.68902
1000,6,3996,15,2,1,1,0.454424,0.421108,3.92204,1.66893
1000,6,3996,15,4,1,1,0.893332,0.761111,3.92204,1.66893
1000,6,3996,15,8,1,1,1.54451,1.18467,3.92204,1.66893
1000,6,3996,15,16,1,1,2.17795,1.59348,3.92204,1.66893
1000,6,3996,15,32,1,1,2.72164,1.87317,3.92204,1.66893
1000,6,3996,15,64,1,1,2.66706,1.75593,3.92204,1.66893
1000,6,3996,15,128,1,1,2.21028,1.63583,3.92204,1.66893
1000,6,3996,15,256,1,1,1.52783,1.05761,3.92204,1.66893
1000,6,3996,16,2,1,1,0.516715,0.495435,3.91946,1.66914
1000,6,3996,16,4,1,1,1.09886,0.892137,3.91946,1.66914
1000,6,3996,16,8,1,1,1.85937,1.45724,3.91946,1.66914
1000,6,3996,16,16,1,1,2.59582,1.87449,3.91946,1.66914
1000,6,3996,16,32,1,1,2.84877,2.02786,3.91946,1.66914
1000,6,3996,16,64,1,1,2.95895,2.1558,3.91946,1.66914
1000,6,3996,16,128,1,1,2.37447,1.67105,3.91946,1.66914
1000,6,3996,16,256,1,1,1.56026,1.05138,3.91946,1.66914
1090920,1,3083796,1,2,1,1,0.180749,0.0981538,0.742011,0.330229
1090920,1,3083796,1,4,1,1,0.216225,0.103739,0.742011,0.330229
1090920,1,3083796,1,8,1,1,0.238794,0.107376,0.742011,0.330229
1090920,1,3083796,1,16,1,1,0.253861,0.109033,0.742011,0.330229
1090920,1,3083796,1,32,1,1,0.262156,0.109971,0.742011,0.330229
1090920,1,3083796,1,64,1,1,0.266117,0.110393,0.742011,0.330229
1090920,1,3083796,1,128,1,1,0.268156,0.110585,0.742011,0.330229
1090920,1,3083796,1,256,1,1,0.268978,0.110694,0.742011,0.330229
1090920,1,3083796,2,2,1,1,0.0598471,0.0443617,0.736386,0.329362
1090920,1,3083796,2,4,1,1,0.0804223,0.0567146,0.736386,0.329362
1090920,1,3083796,2,8,1,1,0.114431,0.0632389,0.736386,0.329362
1090920,1,3083796,2,16,1,1,0.168692,0.0824416,0.736386,0.329362
1090920,1,3083796,2,32,1,1,0.232902,0.118219,0.736386,0.329362
1090920,1,3083796,2,64,1,1,0.307729,0.157058,0.736386,0.329362
1090920,1,3083796,2,128,1,1,0.354325,0.17493,0.736386,0.329362
1090920,1,3083796,2,256,1,1,0.410126,0.188241,0.736386,0.329362
1090920,1,3083796,3,2,1,1,0.062861,0.0479613,0.703089,0.309856
1090920,1,3083796,3,4,1,1,0.0910608,0.0707669,0.703089,0.309856
1090920,1,3083796,3,8,1,1,0.149323,0.0863722,0.703089,0.309856
1090920,1,3083796,3,16,1,1,0.253941,0.141068,0.703089,0.309856
1090920,1,3083796,3,32,1,1,0.376431,0.200967,0.703089,0.309856
1090920,1,3083796,3,64,1,1,0.476147,0.242527,0.703089,0.309856
1090920,1,3083796,3,128,1,1,0.569035,0.26289,0.703089,0.309856
1090920,1,3083796,3,256,1,1,0.65412,0.288412,0.703089,0.309856
1090920,1,3083796,4,2,1,1,0.0729091,0.0515441,0.70576,0.309844
1090920,1,3083796,4,4,1,1,0.114358,0.0813958,0.70576,0.309844
1090920,1,3083796,4,8,1,1,0.184799,0.105953,0.70576,0.309844
1090920,1,3083796,4,16,1,1,0.310454,0.172618,0.70576,0.309844
1090920,1,3083796,4,32,1,1,0.448535,0.248456,0.70576,0.309844
1090920,1,3083796,4,64,1,1,0.571023,0.30166,0.70576,0.309844
1090920,1,3083796,4,128,1,1,0.684145,0.331623,0.70576,0.309844
1090920,1,3083796,4,256,1,1,0.819831,0.376926,0.70576,0.309844
1090920,1,3083796,5,2,1,1,0.0631055,0.0539358,0.703393,0.309884
1090920,1,3083796,5,4,1,1,0.110191,0.090416,0.703393,0.309884
1090920,1,3083796,5,8,1,1,0.199802,0.127641,0.703393,0.309884
1090920,1,3083796,5,16,1,1,0.361144,0.216038,0.703393,0.309884
1090920,1,3083796,5,32,1,1,0.537859,0.305401,0.703393,0.309884
1090920,1,3083796,5,64,1,1,0.710552,0.360575,0.703393,0.309884
1090920,1,3083796,5,128,1,1,0.862127,0.40706,0.703393,0.309884
1090920,1,3083796,5,256,1,1,1.01976,0.462838,0.703393,0.309884
1090920,1,3083796,6,2,1,1,0.0767313,0.0554336,0.704056,0.309817
1090920,1,3083796,6,4,1,1,0.135878,0.0963872,0.704056,0.309817
1090920,1,3083796,6,8,1,1,0.235018,0.145154,0.704056,0.309817
1090920,1,3083796,6,16,1,1,0.415006,0.243847,0.704056,0.309817
1090920,1,3083796,6,32,1,1,0.619663,0.344688,0.704056,0.309817
1090920,1,3083796,6,64,1,1,0.811465,0.415791,0.704056,0.309817
1090920,1,3083796,6,128,1,1,1.00401,0.470034,0.704056,0.309817
1090920,1,3083796,6,256,1,1,1.16267,0.53251,0.704056,0.309817
1090920,1,3083796,7,2,1,1,0.0633419,0.0550727,0.633623,0.276766
1090920,1,3083796,7,4,1,1,0.119723,0.101676,0.633623,0.276766
1090920,1,3083796,7,8,1,1,0.237366,0.166827,0.633623,0.276766
1090920,1,3083796,7,16,1,1,0.460197,0.281756,0.633623,0.276766
1090920,1,3083796,7,32,1,1,0.691388,0.392353,0.633623,0.276766
1090920,1,3083796,7,64,1,1,0.927909,0.470649,0.633623,0.276766
1090920,1,3083796,7,128,1,1,1.15216,0.543048,0.633623,0.276766
1090920,1,3083796,7,256,1,1,1.36422,0.609462,0.633623,0.276766
1090920,1,3083796,8,2,1,1,0.0806517,0.0581607,0.638106,0.276953
1090920,1,3083796,8,4,1,1,0.150956,0.107114,0.638106,0.276953
1090920,1,3083796,8,8,1,1,0.273102,0.181155,0.638106,0.276953
1090920,1,3083796,8,16,1,1,0.528117,0.305347,0.638106,0.276953
1090920,1,3083796,8,32,1,1,0.781794,0.43058,0.638106,0.276953
1090920,1,3083796,8,64,1,1,1.04619,0.532223,0.638106,0.276953
1090920,1,3083796,8,128,1,1,1.30838,0.606999,0.638106,0.276953
1090920,1,3083796,8,256,1,1,1.53752,0.693632,0.638106,0.276953
1090920,1,3083796,9,2,1,1,0.0627698,0.0546622,0.67667,0.296083
1090920,1,3083796,9,4,1,1,0.124044,0.108068,0.67667,0.296083
1090920,1,3083796,9,8,1,1,0.255318,0.199924,0.67667,0.296083
1090920,1,3083796,9,16,1,1,0.534801,0.339312,0.67667,0.296083
1090920,1,3083796,9,32,1,1,0.839395,0.471365,0.67667,0.296083
1090920,1,3083796,9,64,1,1,1.16096,0.590507,0.67667,0.296083
1090920,1,3083796,9,128,1,1,1.47276,0.685717,0.67667,0.296083
1090920,1,3083796,9,256,1,1,1.65905,0.760946,0.67667,0.296083
1090920,1,3083796,10,2,1,1,0.0831123,0.0597243,0.711428,0.312114
1090920,1,3083796,10,4,1,1,0.160051,0.112094,0.711428,0.312114
1090920,1,3083796,10,8,1,1,0.300637,0.205806,0.711428,0.312114
1090920,1,3083796,10,16,1,1,0.598882,0.361567,0.711428,0.312114
1090920,1,3083796,10,32,1,1,0.916293,0.514863,0.711428,0.312114
1090920,1,3083796,10,64,1,1,1.26585,0.638075,0.711428,0.312114
1090920,1,3083796,10,128,1,1,1.5753,0.737984,0.711428,0.312114
1090920,1,3083796,10,256,1,1,1.86551,0.831473,0.711428,0.312114
1090920,1,3083796,11,2,1,1,0.0656555,0.055591,0.651816,0.283648
1090920,1,3083796,11,4,1,1,0.126422,0.109492,0.651816,0.283648
1090920,1,3083796,11,8,1,1,0.264258,0.223726,0.651816,0.283648
1090920,1,3083796,11,16,1,1,0.586797,0.399122,0.651816,0.283648
1090920,1,3083796,11,32,1,1,0.999386,0.580752,0.651816,0.283648
1090920,1,3083796,11,64,1,1,1.38654,0.709832,0.651816,0.283648
1090920,1,3083796,11,128,1,1,1.72644,0.800694,0.651816,0.283648
1090920,1,3083796,11,256,1,1,2.02143,0.902291,0.651816,0.283648
1090920,1,3083796,12,2,1,1,0.065471,0.0548682,0.651011,0.284769
1090920,1,3083796,12,4,1,1,0.125221,0.108036,0.651011,0.284769
1090920,1,3083796,12,8,1,1,0.260096,0.232226,0.651011,0.284769
1090920,1,3083796,12,16,1,1,0.575245,0.417846,0.651011,0.284769
1090920,1,3083796,12,32,1,1,1.07153,0.660361,0.651011,0.284769
1090920,1,3083796,12,64,1,1,1.52737,0.786994,0.651011,0.284769
1090920,1,3083796,12,128,1,1,1.87216,0.875957,0.651011,0.284769
1090920,1,3083796,12,256,1,1,2.16415,0.980475,0.651011,0.284769
1090920,1,3083796,13,2,1,1,0.0669374,0.0556361,0.706042,0.312397
1090920,1,3083796,13,4,1,1,0.129017,0.108027,0.706042,0.312397
1090920,1,3083796,13,8,1,1,0.265662,0.237652,0.706042,0.312397
1090920,1,3083796,13,16,1,1,0.589728,0.441978,0.706042,0.312397
1090920,1,3083796,13,32,1,1,1.16032,0.718897,0.706042,0.312397
1090920,1,3083796,13,64,1,1,1.63067,0.835266,0.706042,0.312397
1090920,1,3083796,13,128,1,1,2.00717,0.926537,0.706042,0.312397
1090920,1,3083796,13,256,1,1,2.33101,1.03604,0.706042,0.312397
1090920,1,3083796,14,2,1,1,0.0673705,0.0563464,0.706996,0.312592
1090920,1,3083796,14,4,1,1,0.131625,0.110999,0.706996,0.312592
1090920,1,3083796,14,8,1,1,0.272071,0.249742,0.706996,0.312592
1090920,1,3083796,14,16,1,1,0.610345,0.468153,0.706996,0.312592
1090920,1,3083796,14,32,1,1,1.25934,0.798374,0.706996,0.312592
1090920,1,3083796,14,64,1,1,1.72933,0.888633,0.706996,0.312592
1090920,1,3083796,14,128,1,1,2.14575,0.988642,0.706996,0.312592
1090920,1,3083796,14,256,1,1,2.48552,1.10366,0.706996,0.312592
1090920,1,3083796,15,2,1,1,0.0683288,0.0564454,0.707606,0.311693
1090920,1,3083796,15,4,1,1,0.132114,0.108821,0.707606,0.311693
1090920,1,3083796,15,8,1,1,0.268829,0.243889,0.707606,0.311693
1090920,1,3083796,15,16,1,1,0.582103,0.478253,0.707606,0.311693
1090920,1,3083796,15,32,1,1,1.32344,0.836326,0.707606,0.311693
1090920,1,3083796,15,64,1,1,1.81519,0.918186,0.707606,0.311693
1090920,1,3083796,15,128,1,1,2.21226,1.00981,0.707606,0.311693
1090920,1,3083796,15,256,1,1,2.45361,1.12469,0.707606,0.311693
1090920,1,3083796,16,2,1,1,0.0674855,0.0559967,0.706574,0.313009
1090920,1,3083796,16,4,1,1,0.133414,0.110534,0.706574,0.313009
1090920,1,3083796,16,8,1,1,0.275726,0.265304,0.706574,0.313009
1090920,1,3083796,16,16,1,1,0.617485,0.528648,0.706574,0.313009
1090920,1,3083796,16,32,1,1,1.46473,0.921251,0.706574,0.313009
1090920,1,3083796,16,64,1,1,1.9437,0.99458,0.706574,0.313009
1090920,1,3083796,16,128,1,1,2.38283,1.10838,0.706574,0.313009
1090920,1,3083796,16,256,1,1,2.73608,1.22479,0.706574,0.313009
1090920,2,3083796,1,2,1,1,0.238063,0.153818,1.26892,0.575384
1090920,2,3083796,1,4,1,1,0.267909,0.161515,1.26892,0.575384
1090920,2,3083796,1,8,1,1,0.284892,0.165586,1.26892,0.575384
1090920,2,3083796,1,16,1,1,0.293991,0.167565,1.26892,0.575384
1090920,2,3083796,1,32,1,1,0.298754,0.168517,1.26892,0.575384
1090920,2,3083796,1,64,1,1,0.300832,0.169126,1.26892,0.575384
1090920,2,3083796,1,128,1,1,0.302066,0.169318,1.26892,0.575384
1090920,2,3083796,1,256,1,1,0.302604,0.169441,1.26892,0.575384
1090920,2,3083796,2,2,1,1,0.0822732,0.0581636,1.26683,0.573824
1090920,2,3083796,2,4,1,1,0.146344,0.081689,1.26683,0.573824
1090920,2,3083796,2,8,1,1,0.162681,0.100767,1.26683,0.573824
1090920,2,3083796,2,16,1,1,0.230219,0.143082,1.26683,0.573824
1090920,2,3083796,2,32,1,1,0.316449,0.195296,1.26683,0.573824
1090920,2,3083796,2,64,1,1,0.356859,0.226979,1.26683,0.573824
1090920,2,3083796,2,128,1,1,0.411978,0.24875,1.26683,0.573824
1090920,2,3083796,2,256,1,1,0.453423,0.272312,1.26683,0.573824
1090920,2,3083796,3,2,1,1,0.104283,0.0675182,1.16928,0.517326
1090920,2,3083796,3,4,1,1,0.213947,0.107457,1.16928,0.517326
1090920,2,3083796,3,8,1,1,0.277018,0.164983,1.16928,0.517326
1090920,2,3083796,3,16,1,1,0.392722,0.245305,1.16928,0.517326
1090920,2,3083796,3,32,1,1,0.504861,0.310058,1.16928,0.517326
1090920,2,3083796,3,64,1,1,0.598296,0.355338,1.16928,0.517326
1090920,2,3083796,3,128,1,1,0.661823,0.389974,1.16928,0.517326
1090920,2,3083796,3,256,1,1,0.716108,0.417668,1.16928,0.517326
1090920,2,3083796,4,2,1,1,0.132757,0.0825465,1.16746,0.516319
1090920,2,3083796,4,4,1,1,0.260818,0.130194,1.16746,0.516319
1090920,2,3083796,4,8,1,1,0.333617,0.204147,1.16746,0.516319
1090920,2,3083796,4,16,1,1,0.480717,0.303993,1.16746,0.516319
1090920,2,3083796,4,32,1,1,0.607266,0.370747,1.16746,0.516319
1090920,2,3083796,4,64,1,1,0.712407,0.430396,1.16746,0.516319
1090920,2,3083796,4,128,1,1,0.817779,0.489946,1.16746,0.516319
1090920,2,3083796,4,256,1,1,0.898029,0.53093,1.16746,0.516319
1090920,2,3083796,5,2,1,1,0.115003,0.0788984,1.16806,0.521584
1090920,2,3083796,5,4,1,1,0.250239,0.141778,1.16806,0.521584
1090920,2,3083796,5,8,1,1,0.389163,0.250276,1.16806,0.521584
1090920,2,3083796,5,16,1,1,0.578267,0.370001,1.16806,0.521584
1090920,2,3083796,5,32,1,1,0.755546,0.457001,1.16806,0.521584
1090920,2,3083796,5,64,1,1,0.897521,0.528747,1.16806,0.521584
1090920,2,3083796,5,128,1,1,1.02939,0.602051,1.16806,0.521584
1090920,2,3083796,5,256,1,1,1.11022,0.656252,1.16806,0.521584
1090920,2,3083796,6,2,1,1,0.144452,0.092574,1.16764,0.521728
1090920,2,3083796,6,4,1,1,0.307204,0.164752,1.16764,0.521728
1090920,2,3083796,6,8,1,1,0.454489,0.285834,1.16764,0.521728
1090920,2,3083796,6,16,1,1,0.660524,0.413552,1.16764,0.521728
1090920,2,3083796,6,32,1,1,0.855913,0.512281,1.16764,0.521728
1090920,2,3083796,6,64,1,1,1.01951,0.601024,1.16764,0.521728
1090920,2,3083796,6,128,1,1,1.1774,0.687394,1.16764,0.521728
1090920,2,3083796,6,256,1,1,1.26909,0.751678,1.16764,0.521728
1090920,2,3083796,7,2,1,1,0.118964,0.0851659,1.16732,0.520288
1090920,2,3083796,7,4,1,1,0.261298,0.168459,1.16732,0.520288
1090920,2,3083796,7,8,1,1,0.476464,0.321672,1.16732,0.520288
1090920,2,3083796,7,16,1,1,0.748528,0.465763,1.16732,0.520288
1090920,2,3083796,7,32,1,1,1.01182,0.601396,1.16732,0.520288
1090920,2,3083796,7,64,1,1,1.19357,0.698906,1.16732,0.520288
1090920,2,3083796,7,128,1,1,1.36592,0.794247,1.16732,0.520288
1090920,2,3083796,7,256,1,1,1.47611,0.864935,1.16732,0.520288
1090920,2,3083796,8,2,1,1,0.153726,0.100233,1.16713,0.521322
1090920,2,3083796,8,4,1,1,0.329011,0.190719,1.16713,0.521322
1090920,2,3083796,8,8,1,1,0.54934,0.349003,1.16713,0.521322
1090920,2,3083796,8,16,1,1,0.843703,0.502455,1.16713,0.521322
1090920,2,3083796,8,32,1,1,1.12258,0.652093,1.16713,0.521322
1090920,2,3083796,8,64,1,1,1.31886,0.769793,1.16713,0.521322
1090920,2,3083796,8,128,1,1,1.5194,0.867332,1.16713,0.521322
1090920,2,3083796,8,256,1,1,1.62872,0.958545,1.16713,0.521322
1090920,2,3083796,9,2,1,1,0.119854,0.087039,1.16706,0.521014
1090920,2,3083796,9,4,1,1,0.260966,0.181257,1.16706,0.521014
1090920,2,3083796,9,8,1,1,0.526044,0.373677,1.16706,0.521014
1090920,2,3083796,9,16,1,1,0.920375,0.56565,1.16706,0.521014
1090920,2,3083796,9,32,1,1,1.26557,0.748279,1.16706,0.521014
1090920,2,3083796,9,64,1,1,1.47328,0.856295,1.16706,0.521014
1090920,2,3083796,9,128,1,1,1.68238,0.985394,1.16706,0.521014
1090920,2,3083796,9,256,1,1,1.82673,1.07244,1.16706,0.521014
1090920,2,3083796,10,2,1,1,0.159545,0.105437,1.1673,0.521603
1090920,2,3083796,10,4,1,1,0.338304,0.203809,1.1673,0.521603
1090920,2,3083796,10,8,1,1,0.632993,0.396636,1.1673,0.521603
1090920,2,3083796,10,16,1,1,1.04878,0.614551,1.1673,0.521603
1090920,2,3083796,10,32,1,1,1.39262,0.79881,1.1673,0.521603
1090920,2,3083796,10,64,1,1,1.62189,0.916159,1.1673,0.521603
1090920,2,3083796,10,128,1,1,1.85816,1.04812,1.1673,0.521603
1090920,2,3083796,10,256,1,1,1.99095,1.14039,1.1673,0.521603
1090920,2,3083796,11,2,1,1,0.124824,0.0901465,0.999869,0.444405
1090920,2,3083796,11,4,1,1,0.268102,0.19002,0.999869,0.444405
1090920,2,3083796,11,8,1,1,0.551288,0.418433,0.999869,0.444405
1090920,2,3083796,11,16,1,1,1.08625,0.689038,0.999869,0.444405
1090920,2,3083796,11,32,1,1,1.53098,0.879389,0.999869,0.444405
1090920,2,3083796,11,64,1,1,1.78761,0.99506,0.999869,0.444405
1090920,2,3083796,11,128,1,1,2.03696,1.12371,0.999869,0.444405
1090920,2,3083796,11,256,1,1,2.16901,1.23638,0.999869,0.444405
1090920,2,3083796,12,2,1,1,0.129228,0.09312,1.01296,0.445186
1090920,2,3083796,12,4,1,1,0.278202,0.191407,1.01296,0.445186
1090920,2,3083796,12,8,1,1,0.56882,0.436169,1.01296,0.445186
1090920,2,3083796,12,16,1,1,1.143,0.734052,1.01296,0.445186
1090920,2,3083796,12,32,1,1,1.65689,0.953335,1.01296,0.445186
1090920,2,3083796,12,64,1,1,1.9121,1.06853,1.01296,0.445186
1090920,2,3083796,12,128,1,1,2.1713,1.21589,1.01296,0.445186
1090920,2,3083796,12,256,1,1,2.32817,1.32847,1.01296,0.445186
1090920,2,3083796,13,2,1,1,0.130275,0.0942606,1.01141,0.444195
1090920,2,3083796,13,4,1,1,0.275452,0.195229,1.01141,0.444195
1090920,2,3083796,13,8,1,1,0.556122,0.44699,1.01141,0.444195
1090920,2,3083796,13,16,1,1,1.16752,0.773094,1.01141,0.444195
1090920,2,3083796,13,32,1,1,1.76324,1.01756,1.01141,0.444195
1090920,2,3083796,13,64,1,1,2.0292,1.13099,1.01141,0.444195
1090920,2,3083796,13,128,1,1,2.31296,1.29825,1.01141,0.444195
1090920,2,3083796,13,256,1,1,2.46111,1.42515,1.01141,0.444195
1090920,2,3083796,14,2,1,1,0.132056,0.0959454,1.01181,0.444213
1090920,2,3083796,14,4,1,1,0.285696,0.195729,1.01181,0.444213
1090920,2,3083796,14,8,1,1,0.572791,0.4602,1.01181,0.444213
1090920,2,3083796,14,16,1,1,1.22933,0.829749,1.01181,0.444213
1090920,2,3083796,14,32,1,1,1.8903,1.07636,1.01181,0.444213
1090920,2,3083796,14,64,1,1,2.18174,1.21213,1.01181,0.444213
1090920,2,3083796,14,128,1,1,2.45832,1.35612,1.01181,0.444213
1090920,2,3083796,14,256,1,1,2.61307,1.50958,1.01181,0.444213
1090920,2,3083796,15,2,1,1,0.131307,0.0958144,1.01199,0.444322
1090920,2,3083796,15,4,1,1,0.278638,0.197078,1.01199,0.444322
1090920,2,3083796,15,8,1,1,0.55305,0.463527,1.01199,0.444322
